Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes/s,Flow_Packets/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets/s,Bwd_Packets/s,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down/Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Header_Length.1,Fwd_Avg_Bytes/Bulk,Fwd_Avg_Packets/Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes/Bulk,Bwd_Avg_Packets/Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label,ECEFlagCount
80,878241,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,13238.96288,7.970477352,146373.5,355283.4457,871576,41,6423,3211.5,4237.69094,6208,215,878200,292733.3333,501302.1633,871576,192,0,0,0,0,72,92,3.415918865,4.554558487,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,1353067,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,8597.50478,5.912493616,193295.2857,511072.1783,1352298,4,549,274.5,334.4615075,511,38,1352984,338246,676034.7015,1352298,4,0,0,0,0,72,112,2.217185106,3.69530851,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
53,75149,1,1,51,128,51,51,51,0,128,128,128,0,2381.934557,26.61379393,75149,0,75149,75149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,13.30689696,13.30689696,51,128,76.66666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,115,51,128,20,0,0,0,0,0,0,1,51,1,128,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,
53598,5316160,1,6,6,36,6,6,6,0,6,6,6,0,7.900439415,1.316739902,886026.6667,2154422.212,5283679,3,0,0,0,0,0,5315862,1063172.4,2359356.746,5283679,3,0,0,0,0,20,120,0.1881057,1.128634202,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,32481,0,32481,32481,5283679,0,5283679,5283679,BENIGN,
80,6449982,5,0,30,0,6,6,6,0,0,0,0,0,4.651175771,0.775195962,1612495.5,3224327.034,6448986,1,6449982,1612495.5,3224327.034,6448986,1,0,0,0,0,0,0,0,0,0,100,0,0.775195962,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,996,0,996,996,6448986,0,6448986,6448986,DDoS,
51751,81944860,7,9,11607,62,7300,0,1658.142857,2588.36605,20,0,6.888888889,5.30199124,142.4006338,0.195253247,5462990.667,19900000,77300000,0,81900000,13700000,33400000,81900000,65,81900000,10200000,27200000,77300000,0,0,0,0,0,152,192,0.085423296,0.109829952,0,7300,686.7647059,1792.808674,3214162.941,0,0,0,0,1,1,0,0,1,729.6875,1658.142857,6.888888889,152,0,0,0,0,0,0,7,11607,9,62,229,256,5,20,4569319,0,4569319,4569319,77300000,0,77300000,77300000,BENIGN,
80,42823,3,7,26,11601,20,0,8.666666667,10.26320288,5840,0,1657.285714,1964.895647,271512.972,233.5193704,4758.111111,13914.16955,41862,6,42030,21015,29711.21273,42024,6,42661,7110.166667,17072.05334,41958,45,0,0,0,0,72,152,70.05581113,163.4635593,0,5840,1057,1734.985821,3010175.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
53,149,2,2,74,138,37,37,37,0,69,69,69,0,1422818.792,26845.63758,49.66666667,79.96457549,142,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,13422.81879,13422.81879,37,69,49.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,62.25,37,69,64,0,0,0,0,0,0,2,74,2,138,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
80,70874725,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,164.5579577,0.169312826,6443156.818,17700000,58800000,1,70300000,10000000,21900000,58800000,1,610204,203401.3333,351555.1867,609342,6,0,0,0,0,172,92,0.112875218,0.056437609,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,1001,0,1001,1001,35100000,33500000,58800000,11400000,DDoS,
80,252552,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,46061.80113,35.63622541,31569,88992.17396,251813,3,593,296.5,395.2726907,576,17,252489,50497.8,112538.906,251813,3,0,0,0,0,72,132,11.8787418,23.75748361,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,90870466,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,128.3475315,0.132056107,8260951.455,26400000,87900000,1,90600000,12900000,33100000,87900000,1,283950,94650,163110.9554,282994,183,0,0,0,0,172,92,0.088037405,0.044018702,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,2702941,0,2702941,2702941,87900000,0,87900000,87900000,DDoS,
80,76125,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,152814.4499,91.95402299,12687.5,30581.84618,75111,3,738,369,517.6021638,735,3,75989,25329.66667,43112.6358,75111,187,0,0,0,0,72,92,39.408867,52.54515599,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,9306,2,0,12,0,6,6,6,0,0,0,0,0,1289.490651,214.9151085,9306,0,9306,9306,9306,9306,0,9306,9306,0,0,0,0,0,0,0,0,0,40,0,214.9151085,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
53,77021,4,2,272,268,68,68,68,0,134,134,134,0,7011.074902,77.90083224,15404.2,21101.79489,40161,3,40212,13404,23172.25265,40161,3,3,3,0,3,3,0,0,0,0,104,40,51.93388816,25.96694408,68,134,86.85714286,32.20470241,1037.142857,0,0,0,0,0,0,0,0,0,101.3333333,68,134,104,0,0,0,0,0,0,4,272,2,268,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN,
80,15813991,9,8,1788,760,586,0,198.6666667,290.5064543,246,0,95,124.5047331,161.1231472,1.07499745,988374.4375,2667757.651,9968024,50,11000000,1379674.25,3471593.47,9968024,60,15600000,2230738.714,3928639.478,10200000,491,0,0,0,0,200,172,0.569116297,0.505881153,0,586,141.5555556,223.6586744,50023.20261,0,0,0,1,0,0,0,0,0,149.8823529,198.6666667,95,200,0,0,0,0,0,0,9,1788,8,760,29200,142,8,20,838760,0,838760,838760,9968024,0,9968024,9968024,BENIGN,
80,89645,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,129767.4159,78.08578281,14940.83333,36277.76598,88991,3,611,305.5,427.7996026,608,3,89631,29877,51195.18867,88991,6,0,0,0,0,72,92,33.46533549,44.62044732,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
443,48,2,0,12,0,6,6,6,0,0,0,0,0,250000,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,40,0,41666.66667,0,6,6,6,0,0,1,0,0,0,0,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
53141,70877803,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,164.6354642,0.197523052,5452138.692,18800000,68100000,1,70900000,17700000,35000000,70200000,376,70200000,8771712.75,24000000,68100000,1,0,0,0,0,112,192,0.070543947,0.126979105,0,8760,778.3333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,2044984,0,2044984,2044984,68100000,0,68100000,68100000,BENIGN,
80,637209,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,18256.17654,12.55475048,91029.85714,239918.0474,635112,45,1549,774.5,787.0098475,1331,218,637164,159291,317214.745,635112,156,0,0,0,0,72,112,4.708031431,7.846719051,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
41973,56,1,1,0,0,0,0,0,0,0,0,0,0,0,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0,0,0,0,0,0,0,0,BENIGN,
80,5041272,4,0,24,0,6,6,6,0,0,0,0,0,4.760703251,0.793450542,1680424,2908858.256,5039284,4,5041272,1680424,2908858.256,5039284,4,0,0,0,0,0,0,0,0,0,80,0,0.793450542,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1988,0,1988,1988,5039284,0,5039284,5039284,DDoS,
53,23768,2,2,56,120,28,28,28,0,60,60,60,0,7404.91417,168.2935039,7922.666667,13716.39903,23761,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,84.14675194,84.14675194,28,60,40.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,51,28,60,40,0,0,0,0,0,0,2,56,2,120,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
53,92954,1,1,47,196,47,47,47,0,196,196,196,0,2614.196269,21.51601868,92954,0,92954,92954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,10.75800934,10.75800934,47,196,96.66666667,86.02519011,7400.333333,0,0,0,0,0,0,0,0,1,145,47,196,32,0,0,0,0,0,0,1,47,1,196,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,
53,155,2,2,66,98,33,33,33,0,49,49,49,0,1058064.516,25806.45161,51.66666667,83.4286122,148,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,80,80,12903.22581,12903.22581,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33,49,80,0,0,0,0,0,0,2,66,2,98,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN,
80,5378032,5,0,30,0,6,6,6,0,0,0,0,0,5.578248698,0.929708116,1344508,2688356.04,5377042,1,5378032,1344508,2688356.04,5377042,1,0,0,0,0,0,0,0,0,0,100,0,0.929708116,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,990,0,990,990,5377042,0,5377042,5377042,DDoS,
56674,3987420,1,6,1375,30,1375,1375,1375,0,6,0,5,2.449489743,352.3581664,1.755521114,664570,1607564.847,3945925,1,0,0,0,0,0,3975938,795187.6,1761355.655,3945925,1,1,0,0,0,20,132,0.250788731,1.504732383,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375,5,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN,
80,898773,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12943.20145,10.01365195,112346.625,317384.4794,897833,3,601,300.5,420.7285348,598,3,898730,179746,401422.906,897833,3,0,0,0,0,72,132,3.337883982,6.675767964,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,20896104,4,0,24,0,6,6,6,0,0,0,0,0,1.14853946,0.191423243,6965368,12100000,20900000,329,20900000,6965368,12100000,20900000,329,0,0,0,0,0,0,0,0,0,80,0,0.191423243,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,753,0,753,753,20900000,0,20900000,20900000,DDoS,
80,92431,2,5,20,11601,20,0,10,14.14213562,5840,0,2320.2,2436.833027,125726.2174,75.73216778,15405.16667,27614.41461,68393,33,23677,23677,0,23677,23677,92398,23099.5,32183.87566,68393,62,0,0,0,0,52,112,21.63776222,54.09440556,0,5840,1452.625,2197.033906,4826957.982,0,0,0,1,0,0,0,0,2,1660.142857,10,2320.2,52,0,0,0,0,0,0,2,20,5,11601,8192,229,1,20,0,0,0,0,0,0,0,0,DDoS,
80,3341937,4,0,24,0,6,6,6,0,0,0,0,0,7.181463923,1.196910654,1113979,1929464.762,3341933,1,3341937,1113979,1929464.762,3341933,1,0,0,0,0,0,0,0,0,0,80,0,1.196910654,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,
53,30642,1,1,56,72,56,56,56,0,72,72,72,0,4177.273024,65.269891,30642,0,30642,30642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.6349455,32.6349455,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92,56,72,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,
80,6188857,5,0,30,0,6,6,6,0,0,0,0,0,4.847421745,0.807903624,1547214.25,3091839.394,6184973,5,6188857,1547214.25,3091839.394,6184973,5,0,0,0,0,0,0,0,0,0,100,0,0.807903624,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3884,0,3884,3884,6184973,0,6184973,6184973,DDoS,
80,74417884,9,6,62,11601,20,0,6.888888889,5.30199124,4380,0,1933.5,1757.789948,156.7230802,0.201564452,5315563.143,19300000,72400000,1,73900000,9231685.75,25500000,72400000,1,579902,115980.4,250643.5336,564184,14,0,0,0,0,192,132,0.120938671,0.080625781,0,4380,729.3125,1399.285566,1958000.096,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,1431188,0,1431188,1431188,72400000,0,72400000,72400000,DDoS,
443,115598478,20,16,1547,660,912,0,77.35,228.0238388,492,0,41.25,127.2957187,19.09194687,0.311422785,3302813.657,4678554.314,10000000,4,116000000,6084130.421,4890400.614,10100000,4,111000000,7373994.467,4588344.431,10100000,439,0,0,0,0,648,520,0.173012659,0.138410127,0,912,59.64864865,186.0560274,34616.84535,0,0,0,1,0,0,0,0,0,61.30555556,77.35,41.25,648,0,0,0,0,0,0,20,1547,16,660,29200,362,4,32,48711.81818,38807.37359,165718,36656,10000000,15546.32131,10000000,9960004,BENIGN,
80,188718,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,61610.44521,47.69020443,23589.75,62753.26724,178691,48,9495,4747.5,6606.498657,9419,76,188625,37725,78905.08801,178691,48,0,0,0,0,72,132,15.89673481,31.79346962,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,1229078,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,9464.818344,6.508944103,175582.5714,464206.1303,1228303,3,633,316.5,443.3559518,630,3,1229074,307268.5,614023.0682,1228303,3,0,0,0,0,72,112,2.440854039,4.068090064,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,4853020,4,0,24,0,6,6,6,0,0,0,0,0,4.945374221,0.824229037,1617673.333,2795836.742,4846025,1,4853020,1617673.333,2795836.742,4846025,1,0,0,0,0,0,0,0,0,0,80,0,0.824229037,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,
80,1724018,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,6744.129122,4.640322781,246288.2857,647221.5162,1714028,36,9451,4725.5,6595.184948,9389,62,1723982,430995.5,855366.1488,1714028,191,0,0,0,0,72,112,1.740121043,2.900201738,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,28737,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,404600.341,278.3867488,4105.285714,9272.996328,24958,2,24980,12490,17660.69897,24978,2,28717,7179.25,11996.26373,25038,84,0,0,0,0,72,112,104.3950308,173.991718,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,1606485,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,7241.275206,4.979816183,229497.8571,606833.5803,1605667,6,595,297.5,351.4320702,546,49,1606469,401617.25,802699.8756,1605667,6,0,0,0,0,72,112,1.867431068,3.112385114,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,2084012,5,0,30,0,6,6,6,0,0,0,0,0,14.39531058,2.399218431,521003,1040980.74,2082474,44,2084012,521003,1040980.74,2082474,44,0,0,0,0,0,0,0,0,0,100,0,2.399218431,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,
53,23874,2,2,62,254,31,31,31,0,127,127,127,0,13236.15649,167.5462847,7958,13777.59816,23867,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,83.77314233,83.77314233,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,86.75,31,127,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
80,74169525,9,5,62,11607,20,0,6.888888889,5.30199124,7215,0,2321.4,3327.769794,157.3287681,0.18875677,5705348.077,17800000,64600000,1,72600000,9080846.625,22600000,64600000,1,1523429,380857.25,761118.5636,1522535,5,0,0,0,0,192,112,0.121343638,0.067413132,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,2013,0,2013,2013,36300000,40000000,64600000,8038797,DDoS,
53,183,2,2,62,94,31,31,31,0,47,47,47,0,852459.0164,21857.9235,61,103.9230485,181,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,10928.96175,10928.96175,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
80,109263,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,106412.9669,64.06560318,18210.5,43052.28234,106064,51,2962,1481,1895.046174,2821,141,109198,36399.33333,60347.17473,106064,186,0,0,0,0,72,92,27.45668708,36.6089161,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,633716,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,18356.80336,14.20194535,79214.5,223736.1084,632933,2,454,227,288.4995667,431,23,633701,126740.2,282970.4523,632933,2,0,0,0,0,72,132,4.733981784,9.467963567,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
53,206,2,2,70,168,35,35,35,0,84,84,84,0,1155339.806,19417.47573,68.66666667,117.2021046,204,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,9708.737864,9708.737864,35,84,54.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,68.25,35,84,64,0,0,0,0,0,0,2,70,2,168,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
443,889,2,0,0,0,0,0,0,0,0,0,0,0,0,2249.718785,889,0,889,889,889,889,0,889,889,0,0,0,0,0,0,0,0,0,64,0,2249.718785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,411,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,
80,7385341,4,0,24,0,6,6,6,0,0,0,0,0,3.249680685,0.541613448,2461780.333,4263414.196,7384747,219,7385341,2461780.333,4263414.196,7384747,219,0,0,0,0,0,0,0,0,0,80,0,0.541613448,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,594,0,594,594,7384747,0,7384747,7384747,DDoS,
80,81579627,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,142.8910676,0.147095549,7416329.727,21700000,72200000,1,81100000,11600000,26900000,72200000,1,513930,171310,287634.9934,503397,517,0,0,0,0,172,92,0.098063699,0.04903185,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,917,0,917,917,40500000,44800000,72200000,8856817,DDoS,
61770,4064385,1,5,6,30,6,6,6,0,6,6,6,0,8.857428615,1.476238102,812877,1801836.204,4036047,5,0,0,0,0,0,4061895,1015473.75,2013748.243,4036047,5,0,0,0,0,20,100,0.246039684,1.230198419,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN,
62781,100143373,6,10,11607,68,7300,0,1934.5,2863.744245,20,0,6.8,5.006662228,116.5828517,0.159770932,6676224.867,25300000,98100000,1,100000000,20000000,44700000,100000000,190,100000000,11100000,32600000,98100000,1,0,0,0,0,132,212,0.059914099,0.099856832,0,7300,687.1176471,1861.340239,3464587.485,0,0,0,0,1,1,0,0,1,730.0625,1934.5,6.8,132,0,0,0,0,0,0,6,11607,10,68,229,256,4,20,1940213,0,1940213,1940213,98100000,0,98100000,98100000,BENIGN,
21478,6899644,1,6,1375,30,1375,1375,1375,0,6,0,5,2.449489743,203.6336947,1.014545098,1149940.667,2806653.272,6878992,4,0,0,0,0,0,6888767,1377753.4,3075286.722,6878992,4,1,0,0,0,20,132,0.144935014,0.869610084,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375,5,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,20652,0,20652,20652,6878992,0,6878992,6878992,BENIGN,
80,80631987,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,144.6448294,0.148824312,7330180.636,24300000,80600000,1,80600000,11500000,30400000,80600000,1,16588,5529.333333,8645.888175,15493,4,0,0,0,0,172,92,0.099216208,0.049608104,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,63029,0,63029,63029,80600000,0,80600000,80600000,DDoS,
53,77509,4,2,140,358,35,35,35,0,179,179,179,0,6425.060316,77.41036525,15501.8,22074.31388,47418,3,30087,10029,17326.58486,30036,3,4,4,0,4,4,0,0,0,0,80,40,51.60691017,25.80345508,35,179,76.14285714,70.26480525,4937.142857,0,0,0,0,0,0,0,0,0,88.83333333,35,179,80,0,0,0,0,0,0,4,140,2,358,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN,
53,202,2,2,64,204,32,32,32,0,102,102,102,0,1326732.673,19801.9802,67.33333333,110.5637071,195,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,9900.990099,9900.990099,32,102,60,38.34057903,1470,0,0,0,0,0,0,0,0,1,75,32,102,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
80,82227588,8,4,56,11601,20,0,7,5.656854249,10135,0,2900.25,4871.82583,141.7650728,0.145936422,7475235.273,23700000,78900000,25,82100000,11700000,29600000,78900000,143,163875,54625,83995.69726,151362,195,0,0,0,0,172,92,0.097290948,0.048645474,0,10135,897.1538462,2804.564846,7865583.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,3172900,0,3172900,3172900,78900000,0,78900000,78900000,DDoS,
58190,35,1,1,6,6,6,6,6,0,6,6,6,0,342857.1429,57142.85714,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,51100,63846,0,20,0,0,0,0,0,0,0,0,BENIGN,
